2.7968e+01	2.7972e-01	5.9913e-01	4.7438e-01	6.5867e-01	6.0675e-01	4.1211e-01	2.1458e-01	1.3284e-01	1.2132e-01	4.2004e-01	3.0770e-01	4.7012e-01	4.3549e-01	2.6169e-01
2.9184e+01	2.7181e-01	5.9900e-01	4.7176e-01	6.5855e-01	6.0459e-01	4.0734e-01	2.0406e-01	1.3183e-01	1.1808e-01	4.1771e-01	3.0481e-01	4.6919e-01	4.2509e-01	2.5772e-01
3.0400e+01	2.6460e-01	5.9890e-01	4.6948e-01	6.5846e-01	6.0269e-01	4.0306e-01	1.9427e-01	1.3102e-01	1.1532e-01	4.1571e-01	3.0234e-01	4.6843e-01	4.1518e-01	2.5425e-01
3.1616e+01	2.5802e-01	5.9883e-01	4.6751e-01	6.5840e-01	6.0102e-01	3.9923e-01	1.8514e-01	1.3036e-01	1.1297e-01	4.1399e-01	3.0023e-01	4.6781e-01	4.0575e-01	2.5121e-01
3.2832e+01	2.5203e-01	5.9877e-01	4.6579e-01	6.5835e-01	5.9955e-01	3.9580e-01	1.7663e-01	1.2983e-01	1.1095e-01	4.1251e-01	2.9841e-01	4.6730e-01	3.9676e-01	2.4854e-01
3.4048e+01	2.4656e-01	5.9873e-01	4.6430e-01	6.5831e-01	5.9826e-01	3.9272e-01	1.6870e-01	1.2941e-01	1.0923e-01	4.1124e-01	2.9686e-01	4.6688e-01	3.8820e-01	2.4621e-01
3.5264e+01	2.4158e-01	5.9870e-01	4.6301e-01	6.5828e-01	5.9712e-01	3.8996e-01	1.6131e-01	1.2907e-01	1.0775e-01	4.1016e-01	2.9553e-01	4.6654e-01	3.8005e-01	2.4417e-01
3.6480e+01	2.3703e-01	5.9868e-01	4.6189e-01	6.5826e-01	5.9613e-01	3.8749e-01	1.5442e-01	1.2879e-01	1.0650e-01	4.0922e-01	2.9438e-01	4.6626e-01	3.7229e-01	2.4238e-01
3.7696e+01	2.3289e-01	5.9866e-01	4.6092e-01	6.5824e-01	5.9525e-01	3.8527e-01	1.4801e-01	1.2857e-01	1.0542e-01	4.0842e-01	2.9340e-01	4.6603e-01	3.6490e-01	2.4081e-01
3.8912e+01	2.2912e-01	5.9865e-01	4.6007e-01	6.5823e-01	5.9448e-01	3.8329e-01	1.4203e-01	1.2839e-01	1.0450e-01	4.0773e-01	2.9257e-01	4.6584e-01	3.5786e-01	2.3944e-01
4.0128e+01	2.2567e-01	5.9864e-01	4.5934e-01	6.5822e-01	5.9380e-01	3.8151e-01	1.3646e-01	1.2825e-01	1.0372e-01	4.0713e-01	2.9185e-01	4.6569e-01	3.5116e-01	2.3824e-01
4.1344e+01	2.2253e-01	5.9863e-01	4.5870e-01	6.5822e-01	5.9320e-01	3.7991e-01	1.3127e-01	1.2813e-01	1.0304e-01	4.0662e-01	2.9123e-01	4.6556e-01	3.4478e-01	2.3719e-01
4.2560e+01	2.1967e-01	5.9862e-01	4.5815e-01	6.5821e-01	5.9268e-01	3.7848e-01	1.2643e-01	1.2804e-01	1.0247e-01	4.0619e-01	2.9070e-01	4.6546e-01	3.3870e-01	2.3627e-01
4.3776e+01	2.1706e-01	5.9862e-01	4.5767e-01	6.5821e-01	5.9222e-01	3.7720e-01	1.2192e-01	1.2796e-01	1.0198e-01	4.0581e-01	2.9025e-01	4.6537e-01	3.3291e-01	2.3546e-01
4.4992e+01	2.1468e-01	5.9862e-01	4.5725e-01	6.5820e-01	5.9181e-01	3.7605e-01	1.1772e-01	1.2790e-01	1.0156e-01	4.0549e-01	2.8986e-01	4.6530e-01	3.2740e-01	2.3476e-01
4.6208e+01	2.1251e-01	5.9862e-01	4.5689e-01	6.5820e-01	5.9146e-01	3.7502e-01	1.1380e-01	1.2785e-01	1.0120e-01	4.0521e-01	2.8953e-01	4.6525e-01	3.2215e-01	2.3414e-01
4.7424e+01	2.1054e-01	5.9861e-01	4.5658e-01	6.5820e-01	5.9114e-01	3.7410e-01	1.1015e-01	1.2782e-01	1.0090e-01	4.0497e-01	2.8925e-01	4.6520e-01	3.1715e-01	2.3360e-01
